,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration,datetime_of_restoration_cleaned,datetime_event_began_cleaned
150,2004-09-06 13:00:00,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Frances,3000,99000,"09/09/04, 12:00 PM",2004-09-09 12:00:00,2004-09-06 13:00:00
151,2004-09-07 10:00:00,SERC,Georgia,Hurricane Frances,2200,150000,"09/08/04, 12:00 PM",2004-09-08 12:00:00,2004-09-07 10:00:00
152,2004-09-15 12:04:00,PR,Whole Island of Puerto Rico,Hurricane Jeanne,1243,1423590,,,2004-09-15 12:04:00
153,2004-09-15 19:00:00,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Ivan,916,916316,"09/17/04, 7:00 PM",2004-09-17 19:00:00,2004-09-15 19:00:00
154,2004-09-16 02:00:00,SERC,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Hurricane Ivan,263,75000,"9/16/04, 10:02 AM",2004-09-16 10:02:00,2004-09-16 02:00:00
155,2004-09-16 21:00:00,SERC,Western  North and South Carolina,Hurricane Ivan,500,175000,"9/20/04, 4:00 PM",2004-09-20 16:00:00,2004-09-16 21:00:00
156,2004-09-17 04:30:00,SERC,Western North Carolina,Hurricane Ivan,400,112000,"09/18/04, 12:00 PM",2004-09-18 12:00:00,2004-09-17 04:30:00
157,2004-09-25 17:00:00,FRCC,"City of Fort Pierce, Florida",Hurricane Jeanne,125,26000,"09/26/04, 9:00 AM",2004-09-26 09:00:00,2004-09-25 17:00:00
158,2004-09-26 02:00:00,FRCC,"Hillsborough, Pasco, and Polk County, Florida",Hurricane Jeanne,1250,285300,"9/27/04, 12:00 AM",2004-09-27 00:00:00,2004-09-26 02:00:00
159,2004-09-26 03:00:00,FRCC,"Orlando and St. Cloud, Florida",Hurricane Jeanne,350,110000,"09/30/04, 9:00 AM",2004-09-30 09:00:00,2004-09-26 03:00:00
160,2004-09-26 06:00:00,FRCC,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Hurricane Jeanne,1800,722000,"10/01/04, 12:00 AM",2004-10-01 00:00:00,2004-09-26 06:00:00
161,2004-09-27 08:00:00,SERC,Georgia,Hurricane Jeanne,854,85455,"09/27/04, 2:00 PM",2004-09-27 14:00:00,2004-09-27 08:00:00
162,2004-09-27 16:06:00,NPCC,Nova Scotia,Switch Error Concerning Breakers,0,0,"09/27/04, 4:12 PM",2004-09-27 16:12:00,2004-09-27 16:06:00
163,2004-10-10 17:09:00,PR,Island Wide,Breaker Failure,0,0,"10/11/04, 7:57 PM",2004-10-11 19:57:00,2004-10-10 17:09:00
164,2004-10-18 22:30:00,WECC,Northern California,Severe Storm with High Wind Gusts,140,407440,"10/20/04, 9:00 AM",2004-10-20 09:00:00,2004-10-18 22:30:00
165,2004-10-25 11:00:00,SPP,Southeastern Louisiana in the New Orleans area,Public Appeal/Breaker Failure and Fire,0,0,"10/26/04, 10:00 AM",2004-10-26 10:00:00,2004-10-25 11:00:00
166,2004-10-28 15:27:00,WECC,"San  Jose, California",Major Transmission Distribution System Interruption,103,59458,"10/28/04, 6:08 PM",2004-10-28 18:08:00,2004-10-28 15:27:00
167,2004-10-30 10:00:00,ECAR,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",Severe Storm with High Wind Gusts,60,122000,"11/01/04, 6:00 PM",2004-11-01 18:00:00,2004-10-30 10:00:00
168,2004-10-30 12:30:00,ECAR,Southeastern Michigan,High Wind Gusts,700,159870,"11/03/04, 1:50 PM",2004-11-03 13:50:00,2004-10-30 12:30:00
169,2004-11-09 14:15:00,NPCC,"Sayreville, New Jersey Long Island, New York",Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,0,0,,,2004-11-09 14:15:00
170,2004-11-14 04:55:00,NPCC,Nova Scotia ,"Heavy Snow, High Winds and Rain/Major Distribution System Interruption",165,165000,"11/15/04, 1:31 AM",2004-11-15 01:31:00,2004-11-14 04:55:00
171,2004-11-23 22:00:00,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,150,119000,"11/24/04, 1:00 AM",2004-11-24 01:00:00,2004-11-23 22:00:00
172,2004-11-24 10:00:00,SERC,Georgia,Strong Thunderstorms,100,83450,"11/24/04, 4:00 PM",2004-11-24 16:00:00,2004-11-24 10:00:00
173,2004-12-01 10:00:00,MAAC,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",High Winds,270,122000,"12/02/04, 11:59 PM",2004-12-02 23:59:00,2004-12-01 10:00:00
174,2004-12-01 07:30:00,MAAC,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Heavy Rain and Wind Storm,0,105312,"12/02/04, 10:09 PM",2004-12-02 22:09:00,2004-12-01 07:30:00
175,2004-12-23 03:37:00,ECAR,Columbus District,Major Freezing Rain and Ice Storm,800,359171,"12/31/04, 11:00 PM",2004-12-31 23:00:00,2004-12-23 03:37:00
176,2004-12-27 07:50:00,WECC,"Salinas, California and surrounding communities",Severe Weather/Line Relayed,100,95000,"12/27/04, 10:50 AM",2004-12-27 10:50:00,2004-12-27 07:50:00
177,2005-01-04 18:00:00,SPP,Eastern one third of the state of Kansas,Winter Storm,200,211000,"1/14/05, 12:00 PM",2005-01-14 12:00:00,2005-01-04 18:00:00
178,2005-01-05 16:00:00,ECAR,Akron and Mansfield areas,Ice Storm,250,246990,"1/13/05, 6:00 PM",2005-01-13 18:00:00,2005-01-05 16:00:00
179,2005-01-05 21:10:00,ECAR,Indiana Michigan Region - Muncie District,Winter Ice Storm,545,114791,"1/16/05, 11:00 AM",2005-01-16 11:00:00,2005-01-05 21:10:00
180,2005-01-07 13:00:00,WECC,Northern California,Winter Storm,120,442000,"1/10/05, 8:00 AM",2005-01-10 08:00:00,2005-01-07 13:00:00
181,2005-01-23 10:42:00,PR,Island of Puerto Rico,Voltage Reduction,140,0,,,2005-01-23 10:42:00
182,2005-01-24 06:38:00,PR,Island of Puerto Rico,Voltage Reduction/Shed Load,225,70717,"1/24/05, 6:50 AM",2005-01-24 06:50:00,2005-01-24 06:38:00
183,2005-01-24 12:27:00,PR,Island of Puerto Rico,Voltage Reduction/Shed Load,385,0,"1/24/05, 12:34 PM",2005-01-24 12:34:00,2005-01-24 12:27:00
184,2005-01-29 10:00:00,SERC,Parts of Alabama and Georgia,Ice Storm,100,150000,,,2005-01-29 10:00:00
185,2005-01-29 16:00:00,SERC,Georgia,Ice Storm,65,82000,"1/30/05, 3:00 PM",2005-01-30 15:00:00,2005-01-29 16:00:00
186,2005-02-01 17:28:00,PR,Island of Puerto Rico,Voltage Reduction,460,0,"2/01/05, 6:01 PM",2005-02-01 18:01:00,2005-02-01 17:28:00
187,2005-02-15 13:12:00,PR,Island of Puerto Rico,Generator Loss,380,0,,,2005-02-15 13:12:00
188,2005-02-16 13:26:00,PR,Island of Puerto Rico,Load Shedding,325,139438,"2/16/05, 1:43 PM",2005-02-16 13:43:00,2005-02-16 13:26:00
189,2005-02-18 08:16:00,PR,Island of Puerto Rico,Generator Loss/Voltage Reduction,648,372288,"2/18/05, 8:41 AM",2005-02-18 08:41:00,2005-02-18 08:16:00
190,2005-02-24 00:58:00,PR,Island of Puerto Rico,Voltage Reduction,200,0,"2/24/05, 1:05 AM",2005-02-24 01:05:00,2005-02-24 00:58:00
191,2005-03-08 11:00:00,SERC,Eastern and Central North Carolina,Wind Storms,180,51600,"3/08/05, 3:00 PM",2005-03-08 15:00:00,2005-03-08 11:00:00
192,2005-04-01 00:00:00,ECAR,"Cleveland, Ohio and northeast Ohio ",Winter Storm,,211000,"4/06/05, 12:00 PM",2005-04-06 12:00:00,2005-04-01 00:00:00
193,2005-04-22 15:51:00,WECC,"San Francisco Bay area, California",Lightning Strike,126,0,"4/22/05, 3:59 PM",2005-04-22 15:59:00,2005-04-22 15:51:00
194,2005-04-23 04:22:00,PR,Island of Puerto Rico,Voltage Reduction,345,116552,"4/23/05, 4:48 AM",2005-04-23 04:48:00,2005-04-23 04:22:00
195,2005-04-23 06:00:00,ECAR,"Cleveland, Ohio and northeast Ohio ",Winter Storm,,150000,"4/27/05, 6:00 AM",2005-04-27 06:00:00,2005-04-23 06:00:00
196,2005-04-30 08:00:00,SERC,Alabama and Georgia,Thunderstorms,100,51808,"4/30/05, 10:00 AM",2005-04-30 10:00:00,2005-04-30 08:00:00
197,2005-05-08 15:00:00,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,672,243000,"5/08/05, 10:00 PM",2005-05-08 22:00:00,2005-05-08 15:00:00
198,2005-05-11 19:00:00,PR,Island of Puerto Rico,Voltage Reduction,529,0,"5/11/05, 8:31 PM",2005-05-11 20:31:00,2005-05-11 19:00:00
199,2005-05-29 20:00:00,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,328,123000,"5/30/05, 2:30 AM",2005-05-30 02:30:00,2005-05-29 20:00:00
200,2005-06-05 14:00:00,ECAR,Southeast  Michigan,Strong Thunderstorm/High Winds,1826,201580,"6/10/05, 7:30 AM",2005-06-10 07:30:00,2005-06-05 14:00:00
201,2005-06-05 14:00:00,ECAR,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,Strong Thunderstorm,50,105000,"6/07/05, 6:00 PM",2005-06-07 18:00:00,2005-06-05 14:00:00
202,2005-06-06 12:00:00,NPCC,Central/Eastern New York state,Strong Thunderstorms,,65000,"6/08/05, 6:00 PM",2005-06-08 18:00:00,2005-06-06 12:00:00
203,2005-06-06 16:43:00,MAAC,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Strong Thunderstorm,,143000,"6/07/05, 10:00 PM",2005-06-07 22:00:00,2005-06-06 16:43:00
204,2005-06-08 04:00:00,MRO,Minnesota,Strong Thunderstorm,50,300000,"6/10/05, 10:00 PM",2005-06-10 22:00:00,2005-06-08 04:00:00
205,2005-06-20 11:16:00,PR,Island of Puerto Rico,Voltage Reduction,35,600000,,,2005-06-20 11:16:00
206,2005-06-24 20:37:00,MAIN,"Chicago, Illinois",Transmission Equipment Failure,350,51500,"6/24/05, 11:06 PM",2005-06-24 23:06:00,2005-06-24 20:37:00
207,2005-06-28 11:30:00,WECC,Denver Metropolitan area of Colorado,Fuel Supply Deficiency/Coal Rail Transportation Interruption,0,0,,,2005-06-28 11:30:00
208,2005-06-29 16:30:00,ECAR,Southeast  Michigan,Strong Thunderstorm/High Winds,1000,114711,"7/04/05, 11:30 PM",2005-07-04 23:30:00,2005-06-29 16:30:00
209,2005-07-02 01:27:00,PR,Island of Puerto Rico,Load Shedding,226,132290,"7/02/05, 1:46 AM",2005-07-02 01:46:00,2005-07-02 01:27:00
210,2005-07-05 21:00:00,SPP,"Southeast and Northeast, Louisiana including the New Orleans area",Tropical Storm Cindy,0,287000,"7/06/05, 9:00 AM",2005-07-06 09:00:00,2005-07-05 21:00:00
211,2005-07-10 08:00:00,SERC,"Alabama, Mississippi, Florida, Georgia",Hurricane Dennis,45,228102,"7/12/05, 8:00 AM",2005-07-12 08:00:00,2005-07-10 08:00:00
212,2005-07-10 12:53:00,SERC,Southwest Alabama and Western Panhandle of Florida,Hurricane Dennis,51.2,50000,,,2005-07-10 12:53:00
213,2005-07-21 14:39:00,WECC,Southern California,CA ISO  Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,197,128050,"7/21/05, 5:30 PM",2005-07-21 17:30:00,2005-07-21 14:39:00
214,2005-07-22 13:55:00,WECC,Southern California ,CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,206,133900,"7/22/05, 6:00 PM",2005-07-22 18:00:00,2005-07-22 13:55:00
215,2005-07-23 01:02:00,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorms,,55118,"7/26/05, 10:50 AM",2005-07-26 10:50:00,2005-07-23 01:02:00
216,2005-07-27 16:50:00,MAAC,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",Severe Thunderstorms,,93837,"7/28/05, 9:24 PM",2005-07-28 21:24:00,2005-07-27 16:50:00
217,2005-07-27 17:50:00,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorm,0,64943,"7/30/05, 9:07 PM",2005-07-30 21:07:00,2005-07-27 17:50:00
218,2005-07-27 18:00:00,MAAC,"Baltimore County, Anne Arundel County and Prince Georges County, Maryland",Severe Thunderstorms,,87600,"7/29/05, 4:00 PM",2005-07-29 16:00:00,2005-07-27 18:00:00
219,2005-07-28 20:30:00,SERC,Piedmont North and South Carolina,Severe Thunderstorm,300,52200,"8/01/05, 5:00 PM",2005-08-01 17:00:00,2005-07-28 20:30:00
220,2005-08-01 10:28:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,175,47116,"8/01/05, 10:47 AM",2005-08-01 10:47:00,2005-08-01 10:28:00
221,2005-08-08 12:38:00,WECC,"San Francisco Bay area, California",Plant Tripped,240,0,"8/08/05, 4:00 PM",2005-08-08 16:00:00,2005-08-08 12:38:00
222,2005-08-19 19:37:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,259,71864,"8/19/05, 8:15 PM",2005-08-19 20:15:00,2005-08-19 19:37:00
223,2005-08-20 14:15:00,ECAR,Northwest Arkansas,Severe Thunderstorms,650,50797,"8/20/05, 4:21 PM",2005-08-20 16:21:00,2005-08-20 14:15:00
224,2005-08-25 15:50:00,WECC,Southern California,CAISO determined there was  inadequate electric resources to serve load.  Public appeals and a shedding of interruptible and firm load occurred.,0,0,"8/25/05, 8:00 PM",2005-08-25 20:00:00,2005-08-25 15:50:00
225,2005-08-25 15:51:00,WECC,Southern California,CAISO initiated interruption of  interruptible and firm load due to declaration of  Transmission Emergency in Southern California,864,409000,"8/25/05,  8:00 PM",2005-08-25 20:00:00,2005-08-25 15:51:00
226,2005-08-29 01:10:00,SPP,East and Southeast Louisiana,Hurricane Katrina,300,143000,"8/29/05, 12:42 PM",2005-08-29 12:42:00,2005-08-29 01:10:00
227,2005-08-29 06:00:00,SPP,"Buras, Louisiana",Hurricane Katrina,,0,"8/30/05, 6:00 AM",2005-08-30 06:00:00,2005-08-29 06:00:00
228,2005-08-29 07:10:00,FRCC,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Hurricane Katrina disrupted fuel supply in the Gulf of Mexico. Public appeals for conservation were issued.,0,0,"9/07/05, 3:00 PM",2005-09-07 15:00:00,2005-08-29 07:10:00
229,2005-08-29 07:10:00,SERC,"Alabama, Florida, Mississippi",Hurricane Katrina ,5120,512049,"8/29/05, 10:00 PM",2005-08-29 22:00:00,2005-08-29 07:10:00
230,2005-08-29 15:50:00,SERC,"Alabama, Mississippi,  Tennessee",Hurricane Katrina,118.5,323529,"9/10/05, 12:00 PM",2005-09-10 12:00:00,2005-08-29 15:50:00
231,2005-08-29 17:00:00,FRCC,"City of Lakeland, Florida",Hurricane Katrina  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.,0,0,,,2005-08-29 17:00:00
232,2005-08-31 16:00:00,FRCC,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.,0,0,"9/12/05, 8:00 AM",2005-09-12 08:00:00,2005-08-31 16:00:00
233,2005-09-12 12:32:00,WECC," Los Angeles, California",Breaker protection cable accidentally cut,2578,900000,"9/12/05, 1:56 PM",2005-09-12 13:56:00,2005-09-12 12:32:00
234,2005-09-13 14:14:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,249,66480,"9/13/05, 2:29 PM",2005-09-13 14:29:00,2005-09-13 14:14:00
235,2005-09-13 18:30:00,MAIN,Southeast Wisconsin and Fox Valley,Severe Storm,600,110000,"9/16/05, 8:00 PM",2005-09-16 20:00:00,2005-09-13 18:30:00
236,2005-09-14 15:00:00,SERC,Eastern North Carolina,Hurricane Ophelia,215,60000,"9/15/05, 3:00 PM",2005-09-15 15:00:00,2005-09-14 15:00:00
237,2005-09-21 19:00:00,MRO,Minnesota,High Winds/Tornados,,200000,"9/27/05, 11:00 PM",2005-09-27 23:00:00,2005-09-21 19:00:00
238,2005-09-22 11:00:00,ECAR,Southeast Michigan,Severe Thunderstorm,366,53000,"9/26/05, 11:30 PM",2005-09-26 23:30:00,2005-09-22 11:00:00
239,2005-09-22 12:00:00,FRCC,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Hurricane Rita disrupted fuel supply in the Gulf of Mexico. Public Appeals for conservation were issued.,0,0,"9/29/05, 12:00 PM",2005-09-29 12:00:00,2005-09-22 12:00:00
240,2005-09-23 07:00:00,FRCC," Lakeland, Florida",Hurricane Rita  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public Appeals for conservation were issued.,0,0,"9/28/05, 11:29 AM",2005-09-28 11:29:00,2005-09-23 07:00:00
241,2005-09-23 13:06:00,SPP,West and Southwest Louisiana,Hurricane Rita,350,125000,"10/06/05, 2:30 PM",2005-10-06 14:30:00,2005-09-23 13:06:00
242,2005-09-23 17:00:00,ERCOT,"Houston, Texas and the surrounding suburban areas",Hurricane Rita,1950,715000,"9/24/05, 8:00 PM",2005-09-24 20:00:00,2005-09-23 17:00:00
243,2005-09-23 21:00:00,SPP,"Texas, Louisiana, Arkansas, and Mississippi",Hurricane Rita,,766000,"9/25/05, 7:30 AM",2005-09-25 07:30:00,2005-09-23 21:00:00
244,2005-09-24 06:00:00,ERCOT,"Nacogdoches, Lufkin, Tyler, Jacksonville, Rusk, Paris, Commerce, Huntington",Hurricane Rita,260,200000,,,2005-09-24 06:00:00
245,2005-09-24 10:00:00,ECAR,"Shreveport, Louisiana",Hurricane Rita,700,190000,"9/28/05, 6:00 PM",2005-09-28 18:00:00,2005-09-24 10:00:00
246,2005-10-02 17:40:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,312,71240,"10/02/05, 5:54 PM",2005-10-02 17:54:00,2005-10-02 17:40:00
247,2005-10-18 15:19:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,460,142591,,,2005-10-18 15:19:00
248,2005-10-22 09:44:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,360,85682,"10/22/05, 11:40 AM",2005-10-22 11:40:00,2005-10-22 09:44:00
249,2005-10-23 20:00:00,FRCC,"South Florida, Naples, Ft. Myers, Miami, Ft. Lauderdale, West Palm Beach and Martin county",Hurricane Wilma,10000,3241437,"10/24/05, 2:00 PM",2005-10-24 14:00:00,2005-10-23 20:00:00
250,2005-10-24 04:00:00,FRCC,"Florida counties of Collier, Charlotte and Lee",Hurricane Wilma,280,105000,"10/24/05, 4:00 PM",2005-10-24 16:00:00,2005-10-24 04:00:00
251,2005-10-24 07:00:00,FRCC,"South Florida - Cities of Key West, Clewiston, Lake Worth, and Ft. Pierce",Hurricane Wilma ,148,84900,"11/10/05, 12:00 AM",2005-11-10 00:00:00,2005-10-24 07:00:00
252,2005-10-24 20:00:00,MAAC,"Maryland, North Central West Virginia, Southwestern Pennsylvania, and Northern Pennsylvania",Hurricane Wilma,400,303795,"11/02/05, 4:30 PM",2005-11-02 16:30:00,2005-10-24 20:00:00
253,2005-11-03 18:47:00,WECC,"San Francisco Bay area, California",Plant Tripped,136,0,"11/03/05, 7:00 PM",2005-11-03 19:00:00,2005-11-03 18:47:00
254,2005-11-06 07:30:00,ECAR,Southeast Michigan,Severe Thunderstorm,212,118000,"11/11/05, 11:30  PM",2005-11-11 23:30:00,2005-11-06 07:30:00
255,2005-11-12 16:00:00,Other,Southeast Wisconsin ,Severe Thunderstorms,10,48000,"11/14/05, 6:00 PM",2005-11-14 18:00:00,2005-11-12 16:00:00
256,2005-11-12 23:00:00,ECAR,Western and Central portions of Michigan's Lower Peninsula,Severe Thunderstorm,408,272355,"11/14/05, 11:59 PM",2005-11-14 23:59:00,2005-11-12 23:00:00
257,2005-12-15 04:00:00,SERC,Piedmont North Carolina and South Carolina,Ice Storm,3500,683000,"12/21/05, 5:00 PM",2005-12-21 17:00:00,2005-12-15 04:00:00
258,2005-12-15 05:05:00,SERC,Northeast Georgia,Ice Storm,75,52659,"12/16/05, 12:10  PM",2005-12-16 12:10:00,2005-12-15 05:05:00
259,2005-12-31 06:00:00,WECC,Northern and Central California,Severe Storms,800,1667316,"01/05/06, 9:00 AM",2006-01-05 09:00:00,2005-12-31 06:00:00
260,2006-01-14 15:45:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",High Winds,0,142315,5:30 PMJanuary 162006,2006-01-16 17:30:00,2006-01-14 15:45:00
261,2006-01-18 15:16:00,NPCC,Southern and Central Maine,Severe Storm,75,63000,6:34 PMJanuary 182006,2006-01-18 18:34:00,2006-01-18 15:16:00
262,2006-02-04 01:34:00,WECC,"Snohomish County, Washington",Strong Winds,150,123827,12:01 AMFebruary 062006,2006-02-06 00:01:00,2006-02-04 01:34:00
263,2006-02-04 04:30:00,WECC,Western Washington,Severe Windstorm,0,140000,8:00  AMFebruary 082006,2006-02-08 08:00:00,2006-02-04 04:30:00
264,2006-02-11 21:00:00,RFC,Baltimore Metropolitan and Central Maryland,Major Snow Storm,500,180000,11:00 PMFebruary 142006,2006-02-14 23:00:00,2006-02-11 21:00:00
265,2006-02-12 00:06:00,RFC,"Washington DC, Montgomery and Prince Georges Counties MD",Major Snow Storm,300,60000,5:44 PM  February 142006,2006-02-14 17:44:00,2006-02-12 00:06:00
266,2006-02-12 02:00:00,RFC,Entire Atlantic City Electric territory Southern New Jersey,Winter Snow/Ice Storm,80,130000,4:00 PMFebruary 142006,2006-02-14 16:00:00,2006-02-12 02:00:00
267,2006-02-12 02:00:00,RFC,Entire Delmarva Power service territory,Winter Snow/Ice Storm,50,58000,7:00 AMFebruary 132006,2006-02-13 07:00:00,2006-02-12 02:00:00
268,2006-02-12 05:55:00,RFC,Northern and Northwestern Virginia,Severe Snow Storm,250,126000,2:00 PMFebruary 122006,2006-02-12 14:00:00,2006-02-12 05:55:00
269,2006-02-16 12:00:00,RFC,"Muskegon, Michigan easterly to Bay City, Michigan",Severe Thunderstorm/ Snow/Ice Storm,100,252089,11:00 PMFebruary 202006,2006-02-20 23:00:00,2006-02-16 12:00:00
270,2006-02-16 00:00:00,MRO,North Dakota,Fuel Supply - Deficiency Coal Rail Transportation Interruption,1650,0,Ongoing2006,,2006-02-16 00:00:00
271,2006-02-17 04:32:00,NPCC,Upstate New York,Severe Weather,250,200000,12:00 PMFebruary 172006,2006-02-17 12:00:00,2006-02-17 04:32:00
272,2006-02-18 08:50:00,WECC,Colorado,Inadequate Electric Resources to Serve Load,428,0,4:09 PMFebruary 182006,2006-02-18 16:09:00,2006-02-18 08:50:00
273,2006-02-27 18:25:00,WECC,Northern and Central California,Severe Winter Storm,0,160000,2:30 PMMarch 012006,2006-03-01 14:30:00,2006-02-27 18:25:00
274,2006-03-09 14:00:00,SERC,"Arkansas, Mississippi, Louisiana, Southeast Texas",Severe Weather,,73000,10:00 PMMarch 092006,2006-03-09 22:00:00,2006-03-09 14:00:00
275,2006-03-12 20:30:00,RFC,"Springfield, Illinois and vicinity",Severe Weather,200,65400,12:00 PMMarch 142006,2006-03-14 12:00:00,2006-03-12 20:30:00
276,2006-04-02 21:00:00,RFC,Southern half of Indiana,Major Storms/Tornadoes,1000,186000,4:25 AMApril 052006,2006-04-05 04:25:00,2006-04-02 21:00:00
277,2006-04-07 08:43:00,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,116,54700,9:29 AMApril 072006,2006-04-07 09:29:00,2006-04-07 08:43:00
278,2006-04-08 04:00:00,SERC,North and Central Alabama and Northern Georgia areas,Severe Weather/ Tornadoes,300,115589,11:00 AMApril 082006,2006-04-08 11:00:00,2006-04-08 04:00:00
279,2006-04-17 15:25:00,ERCOT,ERCOT Region of Texas,Load Shed/Declared EECP,1000,200000,7:30 PMApril 172006,2006-04-17 19:30:00,2006-04-17 15:25:00
280,2006-04-17 16:10:00,ERCOT,System-wide greater Houston metro area (and across ERCOT),Load Shed/Made Public Appeals/Rolling Blackouts,260,68000,6:11 PMApril 172006,2006-04-17 18:11:00,2006-04-17 16:10:00
281,2006-04-17 16:11:00,ERCOT,North and East Texas,Load Shed/ Declared EECP,380,489478,7:20 PMApril 172006,2006-04-17 19:20:00,2006-04-17 16:11:00
282,2006-04-17 16:20:00,ERCOT,State of Texas (all of Austin Energy),Load Shed/Made Public Appeals/Rolling Blackouts,37,0,6:30 PMApril 172006,2006-04-17 18:30:00,2006-04-17 16:20:00
283,2006-04-17 16:35:00,ERCOT,AEP Texas Central/Texas North,Load Shed/Declared EECP,108,51404,6:10 PMApril 172006,2006-04-17 18:10:00,2006-04-17 16:35:00
